name,ticker,ca,amount,price,total_value,anti_whale_modifiable,buy_tax,can_take_back_ownership,cannot_buy,cannot_sell_all,creator_address,creator_balance,creator_percent,external_call,fake_token,hidden_owner,holder_count,honeypot_with_same_creator,is_airdrop_scam,is_anti_whale,is_blacklisted,is_honeypot,is_in_dex,is_mintable,is_open_source,is_proxy,is_true_token,is_whitelisted,lp_holder_count,lp_total_supply,note,other_potential_risks,owner_address,owner_balance,owner_change_balance,owner_percent,personal_slippage_modifiable,selfdestruct,sell_tax,slippage_modifiable,token_name,token_symbol,total_supply,trading_cooldown,transfer_pausable,trust_list
Harry Bolz,HARRY,0xecf429955109dE2C3bB4f4565488DD03a1eeaffe,8413800000.0,0,0,False,0.0,False,False,False,0xa2f8902fd4508cc072b369f573196d60c8c20eec,0.0,0.0,False,,False,148.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,0.0,False,Harry Bolz,HARRY,420690000000.0,False,False,False
HarryPotterTrumpMuskPeterSchiff69Inu,USACOIN,0x69691341a703A1b5b5eDa168DAECfC157F80fC65,1000000.0,0,0,False,0.0,False,False,False,0x63e99a5f7fcdbc231209f9d75278eec2fa2124d7,1e+33,4.761904761904762e+25,False,,False,40.0,True,,True,False,True,True,True,True,False,,False,3.0,0.14140131894717248,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,0.0,False,HarryPotterTrumpMuskPeterSchiff69Inu,USACOIN,21000000.0,False,False,False
HiJustin,HiJustin,0x4659551ad8cadf9257e3a03c3f7da4aab2286c0a,8413800000.0,0,0,False,0.0,False,False,False,0x702a67585d66eefbe4f653cb15af087bd2869cfb,0.0,0.0,True,,False,195.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,HiJustin,HiJustin,420690000000.0,False,False,False
Horia Serbanescu,HORIA,0x4b1797Dfd4D74be744E0aF8faC6877A65bb877e2,8413800000.0,0,0,False,0.0,False,False,False,0x43d36a2dd7c4d52f8984af974a97d927c14a8de1,0.0,0.0,True,,False,131.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Horia Serbanescu,HORIA,420690000000.0,False,False,False
HU LE ZHI,HULEZHI,0x32A9989088f73B742259c48f7e1F83B68e6b5aB4,8413800000.0,0,0,False,0.0,False,False,False,0x2786677548b364f480bd0c829b091ceae38523fc,0.0,0.0,True,,False,218.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,HU LE ZHI,HULEZHI,420690000000.0,False,False,False
Hurricane,HURRICANE,0x8596Ad8046E52C69FF337C09a33d2ac4FF37Cb31,8413800000.0,0,0,False,0.0,False,False,False,0x01dc1cb3257267b5c1671be75fb33351698fe512,0.0,0.0,True,,False,206.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Hurricane,HURRICANE,420690000000.0,False,False,False
Infinity AI,INFAI,0xcd675ffa55f4f8e68ec969eb26eaa06c1cdbb361,8413800000.0,0,0,False,0.0,False,False,False,0x20dedbd2ec44cc1f2ed7dd849d3b06d12ac2efa5,8413800000.0,0.02,True,,False,162.0,True,,False,False,True,True,False,True,False,,False,2.0,27.542480062623262,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Infinity AI,INFAI,420690000000.0,False,False,False
JAIL WHY ARE YOU GAY?,JAILGAY,0x3581806019228d9fedA3b8ef77D91C993b194f24,8413800000.0,0,0,False,0.0,False,False,False,0xb597d298288400b6e005ef456166fab676277f54,0.0,0.0,True,,False,143.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,JAIL WHY ARE YOU GAY?,JAILGAY,420690000000.0,False,False,False
Janus Pro AI,JANUS,0x88De02A1be15D9353E228e325A0071D7f9aA2697,8413800000.0,0,0,False,0.0,False,False,False,0xe05e1fde3cb495c0979e63f46db7eca200b89fda,4206900000.0,0.01,True,,False,203.0,True,,False,False,True,True,False,True,False,,False,2.0,33.91534458029285,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Janus Pro AI,JANUS,420690000000.0,False,False,False
Kaito AI,KAITO,0x593e3B41Da28787437Ff2872aAbfBAd81730eA38,8413800000.0,0,0,False,0.0,False,False,False,0x086de289563e6e6415c1058859802e29e962d96d,0.0,0.0,True,,False,222.0,False,,False,False,True,True,False,True,False,,False,2.0,24.233059464293813,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Kaito AI,KAITO,420690000000.0,False,False,False
Kamosi カモシ,KAMOSI,0x6Dc3905876E4BB2Af9c853C425673DD28069dC3d,8413800000.0,0,0,False,0.0,False,False,False,0x754542ac2922b121e54aae7346c7b208eb135553,0.0,0.0,True,,False,109.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Kamosi カモシ,KAMOSI,420690000000.0,False,False,False
Keep AI,KEEP,0x855701Ea0b3C3F96C19b296C8aB5F9Ac4F57eAF5,8413800000.0,0,0,False,0.0,False,False,False,0xc89d54a60172d9b33f87b782c10a6055398a115e,0.0,0.0,True,,False,341.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Keep AI,KEEP,420690000000.0,False,False,False
Keyboard Cat,KEYCAT,0x708ffdaD623805Dd50b8cF9CbCee25c020221776,8413800000.0,0,0,False,0.0,False,False,False,0xda53a115f2d42d0c77135a7edd002ccc8bdf05cf,0.0,0.0,True,,False,221.0,False,,False,False,True,True,False,True,False,,False,2.0,19.78621019801417,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Keyboard Cat,KEYCAT,420690000000.0,False,False,False
Leslie,LESLIE,0xcc9e0Bd9438Ca0056653D134de794abEAFF8C676,4700000.0,0,0,False,0.0,False,False,False,0xa5437cfb28b7bdb50ad5a68f6aa3860932e502f9,12991043.499772523,0.001299,False,,False,1035.0,False,,True,False,False,True,False,True,False,,True,2.0,2.8460498941515415,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Leslie,LESLIE,10000000000.0,False,False,False
LUSD Stablecoin from PulseChain,LUSD,0x7b30f30cd1d368bff6f8e81147f8520b6de87982,333366666666.0,0,0,False,0.0,False,False,False,0x4a34753ec089481093219aa559f87ba69f7988d9,997000000.0,0.000433,False,,False,48.0,False,,False,False,False,True,False,False,False,,False,3.0,2.559769961875298,,,,,,,False,False,0.0,False,LUSD Stablecoin from PulseChain,LUSD,2300420444960.328,False,False,False
Machinae Dei,DEI,0x84F21DB7B3bBd7354A3A744cB9aE75e4D902132E,7991.0,0,0,False,,False,False,False,0x9b96e3a387ddc3866307e27ca1c658730bb2fc53,1762288.0,0.5,False,,False,30.0,False,,False,False,False,False,False,True,False,,False,,,,,,0.0,0.0,0.0,False,False,,False,Machinae Dei,DEI,3524578.0,False,False,False
Machinae Dei,DEI,0x464A24058f3D192619d24C348f6f2f0f26CBDE13,7990732.0,0,0,False,0.0,False,False,False,0x9b96e3a387ddc3866307e27ca1c658730bb2fc53,0.0,0.0,False,,False,57.0,False,,False,False,False,True,False,True,False,,False,2.0,4.890153509454e-06,,,,0.0,0.0,0.0,False,False,0.0,False,Machinae Dei,DEI,3524578000.0,False,False,False
MAKE AMERICA MEME AGAIN,MAMA,0xe79a8Dc10FA8DC1A3c18b11525769e86c57d8a86,15066180.3072737,0,0,False,0.0,False,False,False,0xf361062755316c6c75662426609684cea5dbaf52,0.0,0.0,False,,False,78.0,False,,True,False,False,True,False,True,False,,True,2.0,0.8944271909999159,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,True,MAKE AMERICA MEME AGAIN,MAMA,1000000000.0,False,False,False
